selected_ev,distance_km,electricity_price_per_kwh,ice_eff_l_per_100km,petrol_price_per_l,ev_trip_cost,ice_trip_cost,savings_ice_minus_ev,ev_co2_kg,ice_co2_kg,co2_saved_kg,state_elec,state_petrol,notes
Audi Q8 Q8 e-tron quattro,300.0,0.303,10.64,2.04,13.63,65.12,51.48,31.5,73.74,42.24,QLD,VIC,
BYD SEAL PERFORMANCE,400.0,0.07,6.51,2.18,4.2,56.77,52.57,42.0,60.15,18.15,WA,TAS,ICE fetch failed; manual entry path simulated
Ford Mach-E GT 4P AWD,400.0,0.401,6.49,189.74,24.06,4925.65,4901.59,42.0,59.97,17.97,VIC,VIC,ICE fetch failed; manual entry path simulated
"Kia EV9 Earth AWD 20"",0""",150.0,0.25,9.1,1.75,5.62,23.89,18.26,15.75,31.53,15.78,TAS,NSW,
Peugeot 2008 e2008 GT,200.0,0.07,6.88,1.81,2.1,24.91,22.81,21.0,31.79,10.79,SA,NSW,
Mercedes-Benz EQE 53 AMG 4MATIC+,250.0,0.34,11.05,89.99,12.75,2485.97,2473.22,26.25,63.81,37.56,ACT,TAS,
Peugeot 2008 e2008 GT,200.0,0.267,6.64,2.23,8.01,29.61,21.6,21.0,30.68,9.68,QLD,NSW,
Ford Mach-E Premium 4P AWD,300.0,0.07,10.79,89.99,3.15,2912.98,2909.83,31.5,74.77,43.27,NSW,SA,
GWM Ora Extended Range GT,400.0,0.322,10.52,1.81,19.32,76.16,56.84,42.0,97.2,55.2,VIC,NSW,
Audi Q8 Q8 e-tron quattro Sportback,100.0,0.32,8.56,1.9,4.8,16.26,11.46,10.5,19.77,9.27,ACT,ACT,
BMW X1 iX1 xDrive30,500.0,0.1,8.47,2.03,7.5,85.97,78.47,52.5,97.83,45.33,TAS,TAS,
Ford Mach-E Premium 4P AWD,250.0,0.244,8.42,1.97,9.15,41.47,32.32,26.25,48.63,22.38,NSW,QLD,
BYD DOLPHIN PERFORMANCE,150.0,0.07,8.28,89.99,1.58,1117.68,1116.1,15.75,28.69,12.94,NT,WA,
Audi Q8 Q8 e-tron quattro,200.0,0.275,2018.0,1.91,8.25,7708.76,7700.51,21.0,9323.16,9302.16,NSW,WA,ICE fetch failed; manual entry path simulated
MG MG4 64kWh EV RWD LUX ,500.0,0.431,10.41,89.99,32.33,4683.98,4651.65,52.5,120.24,67.74,NT,NSW,
GWM Ora Extended Range GT,250.0,0.319,10.03,2.1,11.96,52.66,40.7,26.25,57.92,31.67,SA,SA,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,100.0,0.1,9.61,2.04,1.5,19.6,18.1,10.5,22.2,11.7,VIC,NT,ICE fetch failed; manual entry path simulated
Kia EV9 Air RWD,300.0,0.07,6.31,189.74,3.15,3591.78,3588.63,31.5,43.73,12.23,NSW,SA,
Volvo XC40 Recharge Twin,200.0,0.295,999.0,89.99,8.85,179800.02,179791.17,21.0,4615.38,4594.38,ACT,ACT,ICE fetch failed; manual entry path simulated
Fiat 500e FWD 87 kW 42 kWh,250.0,0.6,9.53,1.86,22.5,44.31,21.81,26.25,55.04,28.79,NSW,WA,
"Cupra Born 77kWh 4 seat (20 Alloys)""",400.0,0.365,10.3,0.01,21.9,0.41,-21.49,42.0,95.17,53.17,NSW,QLD,
"Cupra Born 77kWh 4 seat (19 Alloys)""",250.0,0.324,10.96,1.86,12.15,50.96,38.81,26.25,63.29,37.04,TAS,WA,ICE fetch failed; manual entry path simulated
"Kia EV9 Earth AWD 20"",0""",400.0,0.6,6.18,0.01,36.0,0.25,-35.75,42.0,57.1,15.1,ACT,NSW,
Ford Mach-E Premium 4P AWD,250.0,0.351,7.51,0.01,13.16,0.19,-12.97,26.25,43.37,17.12,NSW,VIC,
BYD SEAL Dynamic,400.0,0.44,6.34,1.94,26.4,49.2,22.8,42.0,58.58,16.58,SA,NT,
Audi Q8 Q8 e-tron quattro,150.0,0.6,9.96,1.92,13.5,28.68,15.18,15.75,34.51,18.76,SA,TAS,
Audi Q8 Q8 e-tron quattro Sportback,300.0,0.07,7.44,0.01,3.15,0.22,-2.93,31.5,51.56,20.06,VIC,NT,
"Kia EV9 Earth AWD 20"",0""",400.0,0.1,6.82,89.99,6.0,2454.93,2448.93,42.0,63.02,21.02,NSW,SA,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range,250.0,0.07,9.15,189.74,2.63,4340.3,4337.68,26.25,52.84,26.59,ACT,NSW,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range,500.0,0.284,7.93,1.99,21.3,78.9,57.6,52.5,91.59,39.09,ACT,NSW,
"Kia EV9 Earth AWD 20"",0""",200.0,0.38,8.8,1.85,11.4,32.56,21.16,21.0,40.66,19.66,VIC,QLD,
Mercedes-Benz EQE 350 4MATIC,500.0,0.6,9.39,2.08,45.0,97.66,52.66,52.5,108.45,55.95,NT,WA,
MG MG4 64kWh EV RWD LUX ,200.0,0.07,8.32,189.74,2.1,3157.27,3155.17,21.0,38.44,17.44,NSW,VIC,
"Cupra Born 77kWh 4 seat (20 Alloys)""",500.0,0.6,6.44,0.01,45.0,0.32,-44.68,52.5,74.38,21.88,TAS,TAS,
GWM Ora Extended Range,400.0,0.6,9.13,1.81,36.0,66.1,30.1,42.0,84.36,42.36,VIC,TAS,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,100.0,0.07,0.5,89.99,1.05,44.99,43.95,10.5,1.16,-9.35,WA,VIC,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Coupe,250.0,0.257,999.0,189.74,9.64,473875.65,473866.01,26.25,5769.23,5742.98,NT,TAS,ICE fetch failed; manual entry path simulated
Kia EV6 GT,500.0,0.1,6.81,0.01,7.5,0.34,-7.16,52.5,78.66,26.16,NT,SA,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE SUV EQE 350 4MATIC SUV ,300.0,0.335,7.87,1.71,15.08,40.37,25.3,31.5,54.54,23.04,TAS,TAS,
Kia EV6 GT,100.0,0.07,10.17,1.66,1.05,16.88,15.83,10.5,23.49,12.99,WA,SA,ICE fetch failed; manual entry path simulated
Tesla Model 3 Long Range H5LDB,250.0,0.07,8.75,189.74,2.63,4150.56,4147.94,26.25,50.53,24.28,NSW,NT,
Lexus UX 300e,300.0,0.264,6.93,1.85,11.88,38.46,26.58,31.5,48.02,16.52,NSW,TAS,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,400.0,0.267,6.54,0.01,16.02,0.26,-15.76,42.0,60.43,18.43,TAS,NSW,
BYD SEAL PERFORMANCE,150.0,0.309,7.67,189.74,6.95,2182.96,2176.01,15.75,26.58,10.83,WA,SA,
MG ZS EV 72kWh,400.0,0.24,9.79,1.92,14.4,75.19,60.79,42.0,90.46,48.46,ACT,TAS,
Audi Q8 Q8 e-tron quattro,150.0,0.07,8.68,189.74,1.58,2470.41,2468.84,15.75,30.08,14.33,SA,WA,
MG ZS EV 72kWh,150.0,0.6,8.93,0.01,13.5,0.13,-13.37,15.75,30.94,15.19,SA,WA,
Mercedes-Benz EQE 350 4MATIC,500.0,0.38,9.13,189.74,28.5,8661.63,8633.13,52.5,105.45,52.95,NSW,WA,
Fiat 500e FWD 87 kW 42 kWh,400.0,0.316,8.33,0.01,18.96,0.33,-18.63,42.0,76.97,34.97,VIC,NSW,
Volvo XC40 Recharge,400.0,0.235,50.0,89.99,14.1,17998.0,17983.9,42.0,462.0,420.0,ACT,QLD,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro,400.0,0.6,11.16,0.01,36.0,0.45,-35.55,42.0,103.12,61.12,WA,QLD,
"Cupra Born 77kWh 4 seat (20 Alloys)""",200.0,0.6,7.49,0.01,18.0,0.15,-17.85,21.0,34.6,13.6,SA,QLD,
BYD SEAL Dynamic,200.0,0.6,0.5,89.99,18.0,89.99,71.99,21.0,2.31,-18.69,NT,SA,ICE fetch failed; manual entry path simulated
Kia EV6 GT,400.0,0.6,10.92,0.01,36.0,0.44,-35.56,42.0,100.9,58.9,WA,QLD,
Tesla Model 3 Long Range H5LDB,500.0,0.302,8.78,0.01,22.65,0.44,-22.21,52.5,101.41,48.91,TAS,NT,
Lexus RZ 450e,100.0,0.6,10.72,89.99,9.0,964.69,955.69,10.5,24.76,14.26,SA,VIC,
Ford Mach-E Select LFP RWD,300.0,0.1,10.54,1.81,4.5,57.23,52.73,31.5,73.04,41.54,SA,WA,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,400.0,0.6,7.31,0.01,36.0,0.29,-35.71,42.0,67.54,25.54,ACT,NT,
"Cupra Born 77kWh 4 seat (19 Alloys)""",500.0,0.07,0.5,1.69,5.25,4.22,-1.03,52.5,5.78,-46.73,ACT,TAS,ICE fetch failed; manual entry path simulated
MG MG4 77kWh EV RWD,200.0,0.37,8.27,2.03,11.1,33.58,22.48,21.0,38.21,17.21,TAS,WA,
Tesla Model 3 RWD H6LRB,300.0,0.07,0.5,1.89,3.15,2.83,-0.32,31.5,3.46,-28.03,QLD,ACT,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.6,11.3,189.74,13.5,3216.09,3202.59,15.75,39.15,23.4,ACT,SA,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.6,10.6,189.74,9.0,2011.24,2002.24,10.5,24.49,13.99,SA,NSW,
BMW 7 Series i7 M70 xDrive,400.0,0.07,8.45,189.74,4.2,6413.21,6409.01,42.0,78.08,36.08,SA,NSW,
MG ZS EV 72kWh,300.0,0.246,10.46,189.74,11.07,5954.04,5942.97,31.5,72.49,40.99,ACT,NT,
Lexus RZ 450e,200.0,0.271,10.23,1.84,8.13,37.65,29.52,21.0,47.26,26.26,NSW,NT,
Kia EV9 Air RWD,150.0,0.6,11.13,2.09,13.5,34.89,21.39,15.75,38.57,22.82,ACT,QLD,
Ford Mach-E Premium 4P RWD,250.0,0.07,8.68,1.86,2.63,40.36,37.74,26.25,50.13,23.88,WA,TAS,
MG MG4 64kWh EV 4WD,150.0,0.287,10.23,1.96,6.46,30.08,23.62,15.75,35.45,19.7,NSW,SA,
Rolls-Royce Spectre Black Badge Coupe,500.0,0.289,9.26,189.74,21.67,8784.96,8763.29,52.5,106.95,54.45,QLD,QLD,
Volvo XC40 Recharge,250.0,0.354,7.82,1.76,13.27,34.41,21.13,26.25,45.16,18.91,ACT,QLD,
Mercedes-Benz EQE SUV EQE 350 4MATIC SUV ,100.0,0.317,8.84,1.85,4.75,16.35,11.6,10.5,20.42,9.92,TAS,TAS,
Rolls-Royce Spectre Black Badge Coupe,150.0,0.1,9.41,1.9,2.25,26.82,24.57,15.75,32.61,16.86,ACT,TAS,
GWM Ora Extended Range GT,150.0,0.326,8.29,2.07,7.33,25.74,18.41,15.75,28.72,12.97,NT,SA,
MG MG4 51kWh EV RWD ,250.0,0.327,7.36,189.74,12.26,3491.22,3478.95,26.25,42.5,16.25,QLD,NT,
Mercedes-Benz EQE Class EQE53 AMG 4MATIC+,150.0,0.6,8.19,1.94,13.5,23.83,10.33,15.75,28.38,12.63,NT,NT,ICE fetch failed; manual entry path simulated
BMW 7 Series i7 M70 xDrive,400.0,0.1,11.32,89.99,6.0,4074.75,4068.75,42.0,104.6,62.6,NSW,TAS,
Tesla Model 3 RWD H6LRB,500.0,0.07,7.05,0.01,5.25,0.35,-4.9,52.5,81.43,28.93,TAS,NT,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,150.0,0.328,10.51,1.81,7.38,28.53,21.15,15.75,36.42,20.67,ACT,ACT,
Lexus RZ 450e,500.0,0.329,8.28,0.01,24.68,0.41,-24.26,52.5,95.63,43.13,SA,NT,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,400.0,0.324,7.41,2.01,19.44,59.58,40.14,42.0,68.47,26.47,NT,SA,
Rolls-Royce Spectre Coupe,150.0,0.342,8.46,89.99,7.7,1141.97,1134.28,15.75,29.31,13.56,SA,TAS,
Tesla Model 3 RWD H6LRB,300.0,0.6,8.03,1.8,27.0,43.36,16.36,31.5,55.65,24.15,TAS,TAS,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,150.0,0.07,7.08,1.92,1.58,20.39,18.82,15.75,24.53,8.78,NT,VIC,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,500.0,0.07,6.58,0.01,5.25,0.33,-4.92,52.5,76.0,23.5,NSW,QLD,
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,200.0,0.6,8.37,89.99,18.0,1506.43,1488.43,21.0,38.67,17.67,WA,NSW,
Rolls-Royce Spectre Coupe,250.0,0.349,6.44,0.01,13.09,0.16,-12.93,26.25,37.19,10.94,TAS,QLD,
Lexus RZ 450e,500.0,0.307,6.94,189.74,23.02,6583.98,6560.95,52.5,80.16,27.66,NT,NT,
BMW 5 Series i5 eDrive40,100.0,0.294,2018.0,2.3,4.41,4641.4,4636.99,10.5,4661.58,4651.08,TAS,QLD,ICE fetch failed; manual entry path simulated
BMW 5 Series i5 eDrive40,100.0,0.6,8.63,89.99,9.0,776.61,767.61,10.5,19.94,9.44,SA,NT,
BYD DOLPHIN PERFORMANCE,250.0,0.289,999.0,2.03,10.84,5069.92,5059.09,26.25,5769.23,5742.98,NT,WA,ICE fetch failed; manual entry path simulated
MG ZS EV 72kWh,150.0,0.268,6.95,0.01,6.03,0.1,-5.93,15.75,24.08,8.33,ACT,QLD,
Tesla Model 3 Long Range H5LDB,200.0,0.6,11.22,1.9,18.0,42.64,24.64,21.0,51.84,30.84,SA,ACT,
Kia EV9 GT-Line AWD,500.0,0.07,8.22,89.99,5.25,3698.59,3693.34,52.5,94.94,42.44,QLD,NT,
Rolls-Royce Spectre Black Badge Coupe,400.0,0.258,8.47,1.9,15.48,64.37,48.89,42.0,78.26,36.26,TAS,NT,
BMW X1 iX1 xDrive30,500.0,0.393,6.74,189.74,29.48,6394.24,6364.76,52.5,77.85,25.35,QLD,VIC,
BMW 5 Series i5 M60 xDrive,250.0,0.07,7.8,189.74,2.63,3699.93,3697.31,26.25,45.05,18.8,NT,ACT,
Ford Mach-E GT 4P AWD,400.0,0.1,9.31,189.74,6.0,7065.92,7059.92,42.0,86.02,44.02,NSW,NT,
Mercedes-Benz EQS 500 4MATIC,500.0,0.425,10.25,1.94,31.88,99.42,67.55,52.5,118.39,65.89,WA,VIC,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,400.0,0.07,2018.0,2.23,4.2,18000.56,17996.36,42.0,18646.32,18604.32,QLD,TAS,ICE fetch failed; manual entry path simulated
Tesla Model 3 Long Range H5LDB,250.0,0.358,9.43,89.99,13.42,2121.51,2108.09,26.25,54.46,28.21,ACT,WA,
BYD SEAL PREMIUM,150.0,0.278,0.5,1.98,6.26,1.48,-4.77,15.75,1.73,-14.02,WA,NT,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge,200.0,0.257,10.38,189.74,7.71,3939.0,3931.29,21.0,47.96,26.96,VIC,SA,
Kia EV6 GT,500.0,0.249,6.72,0.01,18.68,0.34,-18.34,52.5,77.62,25.12,ACT,NSW,
GWM Ora Standard Range,250.0,0.07,9.77,2.01,2.63,49.09,46.47,26.25,56.42,30.17,QLD,VIC,
Fiat 500e FWD 87 kW 42 kWh,200.0,0.6,11.09,0.01,18.0,0.22,-17.78,21.0,51.24,30.24,VIC,NT,
Ford Mach-E Premium LFP AWD,250.0,0.354,8.3,1.76,13.27,36.52,23.25,26.25,47.93,21.68,NSW,TAS,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.31,7.81,89.99,11.62,1757.05,1745.43,26.25,45.1,18.85,NT,TAS,
Volvo XC40 Recharge Twin,200.0,0.1,6.82,189.74,3.0,2588.05,2585.05,21.0,31.51,10.51,WA,WA,
BMW X1 iX1 xDrive30,200.0,0.1,8.87,89.99,3.0,1596.42,1593.42,21.0,40.98,19.98,WA,SA,
BYD SEAL PERFORMANCE,100.0,0.1,8.78,0.01,1.5,0.09,-1.41,10.5,20.28,9.78,SA,QLD,
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,400.0,0.307,6.99,1.84,18.42,51.45,33.03,42.0,64.59,22.59,WA,QLD,
Ford Mach-E GT 4P AWD,400.0,0.276,10.52,1.95,16.56,82.06,65.5,42.0,97.2,55.2,NSW,NSW,
Ford Mach-E Select LFP RWD,200.0,0.1,6.83,89.99,3.0,1229.26,1226.26,21.0,31.55,10.55,WA,ACT,
Volvo C40 Recharge Twin,400.0,0.399,7.33,189.74,23.94,5563.18,5539.24,42.0,67.73,25.73,WA,NT,ICE fetch failed; manual entry path simulated
BYD SEAL PERFORMANCE,300.0,0.357,8.4,0.01,16.06,0.25,-15.81,31.5,58.21,26.71,SA,WA,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,200.0,0.26,10.34,1.97,7.8,40.74,32.94,21.0,47.77,26.77,NT,NSW,
GWM Ora Extended Range,100.0,0.07,9.35,0.01,1.05,0.09,-0.96,10.5,21.6,11.1,SA,SA,
BMW 5 Series i5 eDrive40,500.0,0.1,8.17,1.87,7.5,76.39,68.89,52.5,94.36,41.86,WA,WA,
Ford Mach-E Premium 4P AWD,150.0,0.364,9.4,2.2,8.19,31.02,22.83,15.75,32.57,16.82,NSW,TAS,
MG ZS EV 72kWh,250.0,0.6,8.46,1.87,22.5,39.55,17.05,26.25,48.86,22.61,VIC,VIC,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,500.0,0.384,7.97,2.14,28.8,85.28,56.48,52.5,92.05,39.55,SA,TAS,
BYD SEAL Dynamic,200.0,0.6,8.16,2.37,18.0,38.68,20.68,21.0,37.7,16.7,NSW,VIC,
BMW 7 Series i7 M70 xDrive,500.0,0.297,8.88,1.95,22.27,86.58,64.31,52.5,102.56,50.06,WA,NSW,
MG ZS EV 72kWh,150.0,0.07,10.31,1.91,1.58,29.54,27.96,15.75,35.72,19.97,TAS,QLD,
Peugeot 2008 e2008 GT,400.0,0.308,8.7,89.99,18.48,3131.65,3113.17,42.0,80.39,38.39,TAS,ACT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",500.0,0.437,8.9,1.95,32.77,86.78,54.0,52.5,102.8,50.3,SA,WA,
Ford Mach-E Select LFP RWD,400.0,0.6,8.99,2.02,36.0,72.64,36.64,42.0,83.07,41.07,QLD,NSW,
Tesla Model 3 Long Range H5LDB,200.0,0.6,8.14,189.74,18.0,3088.97,3070.97,21.0,37.61,16.61,WA,WA,
Rolls-Royce Spectre Black Badge Coupe,100.0,0.353,7.83,2.16,5.29,16.91,11.62,10.5,18.09,7.59,SA,WA,
Rolls-Royce Spectre Coupe,250.0,0.334,7.57,1.8,12.53,34.07,21.54,26.25,43.72,17.47,ACT,QLD,
MG ZS EV 72kWh,300.0,0.281,6.98,89.99,12.65,1884.39,1871.75,31.5,48.37,16.87,VIC,WA,
Mercedes-Benz EQE SUV EQE 300 SUV ,200.0,0.276,11.79,89.99,8.28,2121.96,2113.68,21.0,54.47,33.47,ACT,SA,
Kia EV9 Air RWD,500.0,0.367,11.39,2.05,27.52,116.75,89.22,52.5,131.55,79.05,VIC,NSW,
Ford Mach-E Premium LFP AWD,150.0,0.07,9.06,1.73,1.58,23.51,21.94,15.75,31.39,15.64,NT,QLD,
GWM Ora Extended Range,200.0,0.286,5.97,2.04,8.58,24.36,15.78,21.0,27.58,6.58,ACT,QLD,ICE fetch failed; manual entry path simulated
BMW 5 Series i5 eDrive40,150.0,0.327,8.22,1.89,7.36,23.3,15.95,15.75,28.48,12.73,TAS,SA,
Ford Mach-E Premium 4P RWD,500.0,0.6,2018.0,0.01,45.0,100.9,55.9,52.5,23307.9,23255.4,VIC,NSW,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.412,8.62,2.1,9.27,27.15,17.88,15.75,29.87,14.12,SA,VIC,
BYD DOLPHIN PERFORMANCE,150.0,0.265,7.49,1.83,5.96,20.56,14.6,15.75,25.95,10.2,TAS,ACT,ICE fetch failed; manual entry path simulated
BMW 5 Series i5 M60 xDrive,150.0,0.07,9.57,189.74,1.58,2723.72,2722.14,15.75,33.16,17.41,VIC,QLD,
"Cupra Born 77kWh 4 seat (19 Alloys)""",250.0,0.309,7.78,2.17,11.59,42.21,30.62,26.25,44.93,18.68,TAS,ACT,
GWM Ora Standard Range,200.0,0.07,9.46,0.01,2.1,0.19,-1.91,21.0,43.71,22.71,NSW,ACT,
Volvo XC40 Recharge Twin,500.0,0.309,0.5,89.99,23.18,224.97,201.8,52.5,5.78,-46.73,NSW,WA,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range GT,100.0,0.309,50.0,0.01,4.63,0.5,-4.13,10.5,115.5,105.0,NT,TAS,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE SUV AMG EQE 53 4MATIC+ SUV,100.0,0.353,2018.0,0.01,5.29,20.18,14.88,10.5,4661.58,4651.08,NSW,ACT,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,200.0,0.36,8.32,189.74,10.8,3157.27,3146.47,21.0,38.44,17.44,WA,WA,
"Kia EV9 Earth AWD 20"",0""",300.0,0.27,6.98,2.11,12.15,44.18,32.03,31.5,48.37,16.87,WA,WA,
Audi Q8 Q8 e-tron quattro,500.0,0.327,10.31,2.09,24.53,107.74,83.21,52.5,119.08,66.58,QLD,NSW,
Lexus UX 300e,150.0,0.07,0.5,2.28,1.58,1.71,0.13,15.75,1.73,-14.02,NT,WA,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range GT,100.0,0.07,8.36,89.99,1.05,752.32,751.27,10.5,19.31,8.81,VIC,QLD,ICE fetch failed; manual entry path simulated
Tesla Model 3 Long Range H5LDB,200.0,0.07,50.0,1.94,2.1,194.0,191.9,21.0,231.0,210.0,WA,WA,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge,250.0,0.305,7.73,2.19,11.44,42.32,30.88,26.25,44.64,18.39,QLD,NSW,
Audi Q8 Q8 e-tron quattro Sportback,100.0,0.07,10.08,2.02,1.05,20.36,19.31,10.5,23.28,12.78,SA,TAS,
Rolls-Royce Spectre Black Badge Coupe,300.0,0.344,11.69,89.99,15.48,3155.95,3140.47,31.5,81.01,49.51,NSW,SA,
BYD SEAL PREMIUM,200.0,0.324,9.4,189.74,9.72,3567.11,3557.39,21.0,43.43,22.43,TAS,NT,ICE fetch failed; manual entry path simulated
Ford Mach-E Premium 4P RWD,200.0,0.1,9.58,1.77,3.0,33.91,30.91,21.0,44.26,23.26,QLD,ACT,
BYD DOLPHIN PERFORMANCE,300.0,0.273,8.57,189.74,12.29,4878.22,4865.93,31.5,59.39,27.89,NT,TAS,
Lexus UX 300e,400.0,0.6,6.83,89.99,36.0,2458.53,2422.53,42.0,63.11,21.11,TAS,VIC,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,400.0,0.293,6.71,0.01,17.58,0.27,-17.31,42.0,62.0,20.0,VIC,VIC,
MG ZS EV 72kWh,250.0,0.1,6.64,2.11,3.75,35.03,31.28,26.25,38.35,12.1,SA,VIC,ICE fetch failed; manual entry path simulated
Cupra Born Born 77kWh 5 seat,400.0,0.399,9.8,2.17,23.94,85.06,61.12,42.0,90.55,48.55,VIC,NT,
Mercedes-Benz EQE Class EQE53 AMG 4MATIC+,500.0,0.357,9.02,1.7,26.77,76.67,49.9,52.5,104.18,51.68,QLD,SA,
Audi Q8 Q8 e-tron quattro,100.0,0.6,50.0,89.99,9.0,4499.5,4490.5,10.5,115.5,105.0,ACT,QLD,ICE fetch failed; manual entry path simulated
BYD DOLPHIN PERFORMANCE,500.0,0.328,7.98,1.75,24.6,69.83,45.23,52.5,92.17,39.67,TAS,WA,
Cupra Born Born 77kWh 5 seat,200.0,0.298,9.73,189.74,8.94,3692.34,3683.4,21.0,44.95,23.95,VIC,SA,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,200.0,0.6,9.43,1.82,18.0,34.33,16.33,21.0,43.57,22.57,WA,QLD,
Kia EV6 GT,250.0,0.07,8.77,2.3,2.63,50.43,47.8,26.25,50.65,24.4,NT,NSW,
GWM Ora Extended Range GT,500.0,0.254,9.42,1.9,19.05,89.49,70.44,52.5,108.8,56.3,WA,SA,
Rolls-Royce Spectre Coupe,200.0,0.333,10.56,2.16,9.99,45.62,35.63,21.0,48.79,27.79,VIC,SA,
Peugeot 2008 e2008 GT,200.0,0.1,9.17,2.2,3.0,40.35,37.35,21.0,42.37,21.37,NT,NSW,
Lexus RZ 450e,200.0,0.322,7.29,89.99,9.66,1312.05,1302.39,21.0,33.68,12.68,QLD,VIC,
BMW 7 Series i7 M70 xDrive,150.0,0.334,9.57,0.01,7.52,0.14,-7.37,15.75,33.16,17.41,TAS,WA,
Ford Mach-E Premium LFP AWD,250.0,0.6,8.28,189.74,22.5,3927.62,3905.12,26.25,47.82,21.57,ACT,NSW,
Mercedes-Benz EQS 500 4MATIC,400.0,0.6,50.0,2.09,36.0,418.0,382.0,42.0,462.0,420.0,QLD,NSW,ICE fetch failed; manual entry path simulated
GWM Ora Standard Range,500.0,0.1,8.68,189.74,7.5,8234.72,8227.22,52.5,100.25,47.75,NSW,VIC,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,200.0,0.353,10.39,89.99,10.59,1869.99,1859.4,21.0,48.0,27.0,TAS,TAS,
Kia EV6 GT,300.0,0.07,8.95,189.74,3.15,5094.52,5091.37,31.5,62.02,30.52,QLD,WA,
"Cupra Born 77kWh 4 seat (20 Alloys)""",250.0,0.303,0.5,2.12,11.36,2.65,-8.71,26.25,2.89,-23.36,NT,TAS,ICE fetch failed; manual entry path simulated
Ford Mach-E Premium LFP AWD,400.0,0.07,9.55,1.69,4.2,64.56,60.36,42.0,88.24,46.24,TAS,SA,
BYD SEAL Dynamic,300.0,0.1,6.9,2.21,4.5,45.75,41.25,31.5,47.82,16.32,NT,ACT,
Tesla Model 3 Long Range H5LDB,400.0,0.344,999.0,1.9,20.64,7592.4,7571.76,42.0,9230.76,9188.76,SA,VIC,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,200.0,0.38,7.29,1.98,11.4,28.87,17.47,21.0,33.68,12.68,TAS,QLD,
Kia EV9 GT-Line AWD,400.0,0.07,11.14,1.71,4.2,76.2,72.0,42.0,102.93,60.93,SA,SA,
Volvo XC40 Recharge Twin,300.0,0.07,999.0,1.9,3.15,5694.3,5691.15,31.5,6923.07,6891.57,QLD,SA,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge,200.0,0.6,7.68,1.97,18.0,30.26,12.26,21.0,35.48,14.48,SA,ACT,
Kia EV6 GT,100.0,0.293,2018.0,2.08,4.39,4197.44,4193.05,10.5,4661.58,4651.08,TAS,NT,ICE fetch failed; manual entry path simulated
BMW 7 Series i7 M70 xDrive,400.0,0.07,10.46,2.32,4.2,97.07,92.87,42.0,96.65,54.65,SA,QLD,
Tesla Model 3 RWD H6LRB,300.0,0.353,9.72,189.74,15.88,5532.82,5516.93,31.5,67.36,35.86,VIC,ACT,
Mercedes-Benz EQE Class EQE 350 4MATIC,100.0,0.1,9.93,1.8,1.5,17.87,16.37,10.5,22.94,12.44,NSW,QLD,
GWM Ora Standard Range,100.0,0.269,9.66,0.01,4.04,0.1,-3.94,10.5,22.31,11.81,NSW,ACT,
Lexus RZ 450e,200.0,0.1,8.24,189.74,3.0,3126.92,3123.92,21.0,38.07,17.07,VIC,SA,
Lexus UX 300e,150.0,0.329,8.38,1.9,7.4,23.88,16.48,15.75,29.04,13.29,WA,VIC,
